loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_state,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,exception_required,exception_type,balance_ratio,rate_spread,reporting_month_dt,last_updated_at_dt,months_since_last_update,credit_score_band_ord,ltv_band_ord,dti_band_ord,prev_balance,balance_change,prev_dpd,dpd_change
LN000001,10,2023-12-01,2023-03-01,9,351,228575.39,222226.07361111103,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer C,Current,0,False,False,False,,2023-12-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9722222222179684,-2.5,2023-12-01,2023-12-16,0,2,3,1,222861.00524999996,-634.9316388889274,0.0,0.0
LN000001,11,2024-01-01,2023-03-01,10,350,228575.39,221591.14197222213,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer C,Current,0,False,False,False,,2024-01-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9694444444402027,-2.5,2024-01-01,2024-01-16,0,2,3,1,222226.07361111103,-634.9316388888983,0.0,0.0
LN000001,12,2024-02-01,2023-03-01,11,349,228575.39,220956.21033333323,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer A,30 DPD,30,False,False,False,,2024-02-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9666666666624371,-2.5,2024-02-01,2024-02-16,0,2,3,1,221591.14197222213,-634.9316388888983,0.0,30.0
LN000001,13,2024-03-01,2023-03-01,12,348,228575.39,220321.27869444437,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer A,Current,0,False,False,False,,2024-03-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9638888888846715,-2.5,2024-03-01,2024-03-16,0,2,3,1,220956.21033333323,-634.9316388888692,30.0,-30.0
LN000001,14,2024-04-01,2023-03-01,13,347,228575.39,219686.34705555544,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer A,30 DPD,30,False,False,False,,2024-04-16,PrimaryCore,Complete,60 DPD,1,1,0,0,0,,0.9611111111069057,-2.5,2024-04-01,2024-04-16,0,2,3,1,220321.27869444437,-634.9316388889274,0.0,30.0
LN000001,15,2024-05-01,2023-03-01,14,346,228575.39,219051.4154166665,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer A,60 DPD,60,False,False,False,,2024-05-16,PrimaryCore,Missing_Doc,60 DPD,1,1,0,0,0,,0.95833333332914,-2.5,2024-05-01,2024-05-16,0,2,3,1,219686.34705555544,-634.9316388889274,30.0,30.0
LN000001,16,2024-06-01,2023-03-01,15,345,228575.39,218416.48377777764,2.5,650-699,80-90%,30-40%,PA,Refinance-Cashout,Investment,Multi-Unit,Servicer A,60 DPD,60,False,False,False,,2024-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9555555555513744,-2.5,2024-06-01,2024-06-16,0,2,3,1,219051.4154166665,-634.9316388888692,60.0,0.0
LN000002,1,2022-08-01,2022-08-01,0,360,281651.28,280868.91533333337,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2022-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9972222222186816,-0.2859999999999996,2022-08-01,2022-08-16,0,1,2,1,281651.28,0.0,0.0,0.0
LN000002,2,2022-09-01,2022-08-01,1,359,281651.28,280086.5506666667,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer C,Current,0,False,False,False,,2022-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9944444444409137,-0.2859999999999996,2022-09-01,2022-09-16,0,1,2,1,280868.91533333337,-782.3646666666609,0.0,0.0
LN000002,3,2022-10-01,2022-08-01,2,358,281651.28,279304.18600000005,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer C,Current,0,False,False,False,,2022-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9916666666631458,-0.2859999999999996,2022-10-01,2022-10-16,0,1,2,1,280086.5506666667,-782.3646666666609,0.0,0.0
LN000002,4,2022-11-01,2022-08-01,3,357,281651.28,278521.8213333334,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2022-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.988888888885378,-0.2859999999999996,2022-11-01,2022-11-16,0,1,2,1,279304.18600000005,-782.3646666666609,0.0,0.0
LN000002,5,2022-12-01,2022-08-01,4,356,281651.28,277739.4566666667,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer A,Current,0,False,False,False,,2022-12-16,PrimaryCore,Complete,Current,0,0,0,1,0,,0.98611111110761,-0.2859999999999996,2022-12-01,2022-12-16,0,1,2,1,278521.8213333334,-782.3646666666609,0.0,0.0
LN000002,6,2023-01-01,2022-08-01,5,355,281651.28,276957.09200000006,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2023-01-16,PrimaryCore,Complete,Current,0,0,0,1,0,,0.9833333333298421,-0.2859999999999996,2023-01-01,2023-01-16,0,1,2,1,277739.4566666667,-782.3646666666609,0.0,0.0
LN000002,7,2023-02-01,2022-08-01,6,354,281651.28,276174.7273333334,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer C,Current,0,False,False,False,,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9805555555520742,-0.2859999999999996,2023-02-01,2023-02-16,0,1,2,1,276957.09200000006,-782.3646666666609,0.0,0.0
LN000002,8,2023-03-01,2022-08-01,7,353,281651.28,275392.36266666674,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer A,Current,0,False,False,False,,2023-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9777777777743063,-0.2859999999999996,2023-03-01,2023-03-16,0,1,2,1,276174.7273333334,-782.3646666666609,0.0,0.0
LN000002,9,2023-04-01,2022-08-01,8,352,281651.28,274609.9980000001,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer A,Current,0,False,False,False,,2023-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9749999999965384,-0.2859999999999996,2023-04-01,2023-04-16,0,1,2,1,275392.36266666674,-782.3646666666609,0.0,0.0
LN000002,10,2023-05-01,2022-08-01,9,351,281651.28,273827.6333333334,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer C,Current,0,False,False,False,,2023-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9722222222187705,-0.2859999999999996,2023-05-01,2023-05-16,0,1,2,1,274609.9980000001,-782.3646666666609,0.0,0.0
LN000002,11,2023-06-01,2022-08-01,10,350,281651.28,273045.2686666668,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2023-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9694444444410029,-0.2859999999999996,2023-06-01,2023-06-16,0,1,2,1,273827.6333333334,-782.3646666666027,0.0,0.0
LN000002,12,2023-07-01,2022-08-01,11,349,281651.28,272262.9040000001,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer C,Current,0,False,False,False,,2023-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9666666666632348,-0.2859999999999996,2023-07-01,2023-07-16,0,1,2,1,273045.2686666668,-782.3646666667191,0.0,0.0
LN000002,13,2023-08-01,2022-08-01,12,348,281651.28,271480.53933333344,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer A,Current,0,False,False,False,,2023-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9638888888854669,-0.2859999999999996,2023-08-01,2023-08-16,0,1,2,1,272262.9040000001,-782.3646666666609,0.0,0.0
LN000002,14,2023-09-01,2022-08-01,13,347,281651.28,270698.1746666668,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.961111111107699,-0.2859999999999996,2023-09-01,2023-09-16,0,1,2,1,271480.53933333344,-782.3646666666609,0.0,0.0
LN000002,15,2023-10-01,2022-08-01,14,346,281651.28,269915.8100000001,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9583333333299311,-0.2859999999999996,2023-10-01,2023-10-16,0,1,2,1,270698.1746666668,-782.3646666666609,0.0,0.0
LN000002,16,2023-11-01,2022-08-01,15,345,281651.28,269133.44533333345,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer A,Current,0,False,False,False,,2023-11-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,,0.9555555555521632,-0.2859999999999996,2023-11-01,2023-11-16,0,1,2,1,269915.8100000001,-782.3646666666609,0.0,0.0
LN000002,17,2023-12-01,2022-08-01,16,344,281651.28,0.0,4.714,600-649,70-80%,30-40%,PA,Refinance-Cashout,Investment,Single-Family,Servicer B,Prepaid,0,False,True,False,,2023-12-16,PrimaryCore,Missing_Doc,Terminal,0,0,0,0,0,,0.0,-0.2859999999999996,2023-12-01,2023-12-16,0,1,2,1,269133.44533333345,-269133.44533333345,0.0,0.0
LN000003,1,2023-09-01,2023-09-01,0,360,133019.98,132650.48005555556,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9972222222147253,-2.5,2023-09-01,2023-09-16,0,2,3,1,133019.98,0.0,0.0,0.0
LN000003,2,2023-10-01,2023-09-01,1,359,133019.98,132280.9801111111,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9944444444369683,-2.5,2023-10-01,2023-10-16,0,2,3,1,132650.48005555556,-369.49994444445474,0.0,0.0
LN000003,3,2023-11-01,2023-09-01,2,358,133019.98,131911.48016666665,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9916666666592113,-2.5,2023-11-01,2023-11-16,0,2,3,1,132280.9801111111,-369.49994444445474,0.0,0.0
LN000003,4,2023-12-01,2023-09-01,3,357,133019.98,131541.9802222222,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9888888888814544,-2.5,2023-12-01,2023-12-16,0,2,3,1,131911.48016666665,-369.49994444445474,0.0,0.0
LN000003,5,2024-01-01,2023-09-01,4,356,133019.98,131172.48027777774,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9861111111036974,-2.5,2024-01-01,2024-01-16,0,2,3,1,131541.9802222222,-369.49994444445474,0.0,0.0
LN000003,6,2024-02-01,2023-09-01,5,355,133019.98,130802.9803333333,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2024-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9833333333259405,-2.5,2024-02-01,2024-02-16,0,2,3,1,131172.48027777774,-369.4999444444402,0.0,0.0
LN000003,7,2024-03-01,2023-09-01,6,354,133019.98,130433.48038888886,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2024-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9805555555481836,-2.5,2024-03-01,2024-03-16,0,2,3,1,130802.9803333333,-369.4999444444402,0.0,0.0
LN000003,8,2024-04-01,2023-09-01,7,353,133019.98,130063.98044444442,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9777777777704268,-2.5,2024-04-01,2024-04-16,0,2,3,1,130433.48038888886,-369.4999444444402,0.0,0.0
LN000003,9,2024-05-01,2023-09-01,8,352,133019.98,129694.48049999998,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-05-16,PrimaryCore,Complete,Current,0,0,0,1,0,,0.97499999999267,-2.5,2024-05-01,2024-05-16,0,2,3,1,130063.98044444442,-369.4999444444402,0.0,0.0
LN000003,10,2024-06-01,2023-09-01,9,351,133019.98,129324.98055555554,2.5,650-699,80-90%,30-40%,OH,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2024-06-16,PrimaryCore,Complete,Current,0,0,0,1,0,,0.9722222222149131,-2.5,2024-06-01,2024-06-16,0,2,3,1,129694.48049999998,-369.4999444444402,0.0,0.0
LN000004,1,2023-07-01,2023-07-01,0,360,304677.14,303830.8146111111,3.394,650-699,70-80%,<30%,CA,Purchase,Investment,Single-Family,Servicer B,Current,0,False,False,False,,2023-07-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,,0.9972222222189492,-1.6059999999999999,2023-07-01,2023-07-16,0,2,2,0,304677.14,0.0,0.0,0.0
LN000004,2,2023-08-01,2023-07-01,1,359,304677.14,0.0,3.394,650-699,70-80%,<30%,CA,Purchase,Investment,Single-Family,Servicer A,Prepaid,0,False,True,False,,2023-08-16,PrimaryCore,Missing_Doc,Terminal,0,0,0,0,0,,0.0,-1.6059999999999999,2023-08-01,2023-08-16,0,2,2,0,303830.8146111111,-303830.8146111111,0.0,0.0
LN000005,1,2023-11-01,2023-11-01,0,360,289284.71,288481.14136111113,2.896,700-749,60-70%,30-40%,NC,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.997222222218775,-2.104,2023-11-01,2023-11-16,0,3,1,1,289284.71,0.0,0.0,0.0
LN000005,2,2023-12-01,2023-11-01,1,359,289284.71,287677.57272222225,2.896,700-749,60-70%,30-40%,NC,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9944444444410069,-2.104,2023-12-01,2023-12-16,0,3,1,1,288481.14136111113,-803.5686388888862,0.0,0.0
LN000005,3,2024-01-01,2023-11-01,2,358,289284.71,286874.00408333336,2.896,700-749,60-70%,30-40%,NC,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2024-01-16,PrimaryCore,Complete,Prepaid,0,0,0,0,0,,0.9916666666632387,-2.104,2024-01-01,2024-01-16,0,3,1,1,287677.57272222225,-803.5686388888862,0.0,0.0
LN000005,4,2024-02-01,2023-11-01,3,357,289284.71,0.0,2.896,700-749,60-70%,30-40%,NC,Purchase,Owner-Occupied,Single-Family,Servicer C,Prepaid,0,False,True,False,,2024-02-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,,0.0,-2.104,2024-02-01,2024-02-16,0,3,1,1,286874.00408333336,-286874.00408333336,0.0,0.0
LN000006,1,2022-11-01,2022-11-01,0,360,418420.91,417258.6296944444,6.699,650-699,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2022-11-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9972222222198389,1.6989999999999998,2022-11-01,2022-11-16,0,2,3,1,418420.91,0.0,0.0,0.0
LN000006,2,2022-12-01,2022-11-01,1,359,418420.91,416096.34938888886,6.699,650-699,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-12-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9944444444420678,1.6989999999999998,2022-12-01,2022-12-16,0,2,3,1,417258.6296944444,-1162.280305555556,0.0,0.0
LN000006,3,2023-01-01,2022-11-01,2,358,418420.91,414934.0690833333,6.699,650-699,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9916666666642966,1.6989999999999998,2023-01-01,2023-01-16,0,2,3,1,416096.34938888886,-1162.280305555556,0.0,0.0
LN000006,4,2023-02-01,2022-11-01,3,357,418420.91,413771.78877777775,6.699,650-699,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-02-16,PrimaryCore,Missing_Doc,Prepaid,0,0,0,0,0,,0.9888888888865255,1.6989999999999998,2023-02-01,2023-02-16,0,2,3,1,414934.0690833333,-1162.280305555556,0.0,0.0
LN000006,5,2023-03-01,2022-11-01,4,356,418420.91,0.0,6.699,650-699,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family,Servicer B,Prepaid,0,False,True,False,,2023-03-16,PrimaryCore,Complete,Terminal,0,0,0,0,0,,0.0,1.6989999999999998,2023-03-01,2023-03-16,0,2,3,1,413771.78877777775,-413771.78877777775,0.0,0.0
LN000007,1,2022-11-01,2022-11-01,0,360,218013.45,217407.8570833333,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2022-11-16,PrimaryCore,Complete,Current,1,1,0,0,0,,0.9972222222176479,2.17,2022-11-01,2022-11-16,0,5,2,0,218013.45,0.0,0.0,0.0
LN000007,2,2022-12-01,2022-11-01,1,359,218013.45,216802.26416666663,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2022-12-16,PrimaryCore,Complete,30 DPD,1,1,0,0,0,,0.9944444444398828,2.17,2022-12-01,2022-12-16,0,5,2,0,217407.8570833333,-605.5929166666756,0.0,0.0
LN000007,3,2023-01-01,2022-11-01,2,358,218013.45,216196.67125,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,30 DPD,30,False,False,False,,2023-01-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.991666666662118,2.17,2023-01-01,2023-01-16,0,5,2,0,216802.26416666663,-605.5929166666174,0.0,30.0
LN000007,4,2023-02-01,2022-11-01,3,357,218013.45,215591.0783333333,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-02-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9888888888843528,2.17,2023-02-01,2023-02-16,0,5,2,0,216196.67125,-605.5929166667047,30.0,-30.0
LN000007,5,2023-03-01,2022-11-01,4,356,218013.45,214985.48541666663,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-03-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9861111111065877,2.17,2023-03-01,2023-03-16,0,5,2,0,215591.0783333333,-605.5929166666756,0.0,0.0
LN000007,6,2023-04-01,2022-11-01,5,355,218013.45,214379.8925,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-04-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9833333333288228,2.17,2023-04-01,2023-04-16,0,5,2,0,214985.48541666663,-605.5929166666465,0.0,0.0
LN000007,7,2023-05-01,2022-11-01,6,354,218013.45,213774.29958333328,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-05-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9805555555510576,2.17,2023-05-01,2023-05-16,0,5,2,0,214379.8925,-605.5929166667047,0.0,0.0
LN000007,8,2023-06-01,2022-11-01,7,353,218013.45,213168.7066666666,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-06-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9777777777732924,2.17,2023-06-01,2023-06-16,0,5,2,0,213774.29958333328,-605.5929166666756,0.0,0.0
LN000007,9,2023-07-01,2022-11-01,8,352,218013.45,212563.11374999996,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-07-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9749999999955276,2.17,2023-07-01,2023-07-16,0,5,2,0,213168.7066666666,-605.5929166666465,0.0,0.0
LN000007,10,2023-08-01,2022-11-01,9,351,218013.45,211957.52083333328,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer A,Current,0,False,False,False,,2023-08-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9722222222177624,2.17,2023-08-01,2023-08-16,0,5,2,0,212563.11374999996,-605.5929166666756,0.0,0.0
LN000007,11,2023-09-01,2022-11-01,10,350,218013.45,211351.92791666655,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-09-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9694444444399971,2.17,2023-09-01,2023-09-16,0,5,2,0,211957.52083333328,-605.5929166667338,0.0,0.0
LN000007,12,2023-10-01,2022-11-01,11,349,218013.45,210746.3349999999,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer C,Current,0,False,False,False,,2023-10-16,PrimaryCore,Complete,Current,0,0,0,0,0,,0.9666666666622322,2.17,2023-10-01,2023-10-16,0,5,2,0,211351.92791666655,-605.5929166666465,0.0,0.0
LN000007,13,2023-11-01,2022-11-01,12,348,218013.45,210140.74208333323,7.17,800+,70-80%,<30%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family,Servicer B,Current,0,False,False,False,,2023-11-16,PrimaryCore,Missing_Doc,Current,0,0,0,0,0,,0.9638888888844671,2.17,2023-11-01,2023-11-16,0,5,2,0,210746.3349999999,-605.5929166666756,0.0,0.0
