loan_id,reporting_month,field,panel_value,servicer_value,winner,resolution
LN000017,2025-03-01,current_balance,119719.81450000004,120118.10055728546,PrimaryCore,Servicer data is stale; panel update is newer.
LN000229,2025-01-01,current_balance,285655.9399166667,266486.75499770715,PrimaryCore,Servicer data is stale; panel update is newer.
LN000255,2025-02-01,current_balance,318888.8443333333,349623.5472764893,PrimaryCore,Servicer data is stale; panel update is newer.
LN000257,2025-04-01,current_balance,282637.8533333334,255266.4805848714,PrimaryCore,Servicer data is stale; panel update is newer.
LN000260,2025-06-01,current_balance,191665.1856111113,178681.36864055568,PrimaryCore,Servicer data is stale; panel update is newer.
LN000271,2025-02-01,current_balance,232399.66849999985,222366.12980517367,PrimaryCore,Servicer data is stale; panel update is newer.
LN000272,2025-03-01,current_balance,381485.016,388336.342340228,PrimaryCore,Servicer data is stale; panel update is newer.
LN000272,2025-04-01,current_balance,380401.25175,346899.1370642326,PrimaryCore,Servicer data is stale; panel update is newer.
LN000273,2025-02-01,current_balance,387969.66911111074,377945.146909284,PrimaryCore,Servicer data is stale; panel update is newer.
LN000274,2025-03-01,current_balance,297473.6294999998,279856.5341644424,PrimaryCore,Servicer data is stale; panel update is newer.
LN000278,2025-02-01,current_balance,251093.17688888885,260147.2768167048,PrimaryCore,Servicer data is stale; panel update is newer.
LN000278,2025-04-01,current_balance,249666.51111111103,265968.8394581007,PrimaryCore,Servicer data is stale; panel update is newer.
LN000281,2025-02-01,current_balance,281618.0461666666,286827.665859055,PrimaryCore,Servicer data is stale; panel update is newer.
LN000282,2025-01-01,current_balance,423744.9524444449,398954.0951713865,PrimaryCore,Servicer data is stale; panel update is newer.
LN000301,2025-03-01,current_balance,292880.61177777866,283148.6760204895,PrimaryCore,Servicer data is stale; panel update is newer.
LN000307,2025-03-01,current_balance,384473.8123333333,391470.6277964779,PrimaryCore,Servicer data is stale; panel update is newer.
LN000307,2025-04-01,current_balance,383369.00252777775,375922.4398334915,PrimaryCore,Servicer data is stale; panel update is newer.
LN000312,2025-05-01,current_balance,47222.22222222219,50758.98054421581,PrimaryCore,Servicer data is stale; panel update is newer.
LN000323,2025-06-01,current_balance,154428.40894444456,140940.05823985089,PrimaryCore,Servicer data is stale; panel update is newer.
LN000324,2025-01-01,current_balance,314336.7333333334,304425.1731116391,PrimaryCore,Servicer data is stale; panel update is newer.
LN000333,2025-05-01,current_balance,195289.0388888889,194336.6196750446,PrimaryCore,Servicer data is stale; panel update is newer.
LN000335,2025-01-01,current_balance,347538.6633333336,366062.07933844073,PrimaryCore,Servicer data is stale; panel update is newer.
LN000366,2025-02-01,current_balance,337054.3214999998,312730.47840549867,PrimaryCore,Servicer data is stale; panel update is newer.
LN000371,2025-03-01,current_balance,290908.4975000002,314886.93084596016,PrimaryCore,Servicer data is stale; panel update is newer.
LN000400,2025-06-01,current_balance,352877.80000000005,362244.6473234389,PrimaryCore,Servicer data is stale; panel update is newer.
LN000402,2025-04-01,current_balance,293762.8289999999,295826.7702675202,PrimaryCore,Servicer data is stale; panel update is newer.
LN000404,2025-01-01,current_balance,356278.29325,320719.7467186083,PrimaryCore,Servicer data is stale; panel update is newer.
LN000404,2025-04-01,current_balance,353125.3879999999,373180.8832650628,PrimaryCore,Servicer data is stale; panel update is newer.
LN000419,2025-03-01,current_balance,188206.7375555556,169960.38677220658,PrimaryCore,Servicer data is stale; panel update is newer.
LN000423,2025-05-01,current_balance,361157.3299166668,384638.7769878304,PrimaryCore,Servicer data is stale; panel update is newer.
LN000424,2025-01-01,current_balance,312900.56350000005,311177.81963800115,PrimaryCore,Servicer data is stale; panel update is newer.
LN000435,2025-05-01,current_balance,307077.5828333332,304806.3437291105,PrimaryCore,Servicer data is stale; panel update is newer.
LN000454,2025-05-01,current_balance,219369.7476944444,212289.84862954027,PrimaryCore,Servicer data is stale; panel update is newer.
LN000455,2025-04-01,current_balance,425862.7080000001,422982.9690859231,PrimaryCore,Servicer data is stale; panel update is newer.
LN000463,2025-04-01,current_balance,199068.7999999999,204712.54675142985,PrimaryCore,Servicer data is stale; panel update is newer.
LN000484,2025-05-01,current_balance,420122.02944444417,397494.2786312414,PrimaryCore,Servicer data is stale; panel update is newer.
LN000484,2025-06-01,current_balance,418886.3764166664,436850.0402579112,PrimaryCore,Servicer data is stale; panel update is newer.
LN000511,2025-02-01,current_balance,223676.3694999999,240133.79985146355,PrimaryCore,Servicer data is stale; panel update is newer.
LN000516,2025-02-01,current_balance,174456.0496666667,176498.47814814822,PrimaryCore,Servicer data is stale; panel update is newer.
LN000541,2025-01-01,current_balance,409473.1958333331,380013.8894933965,PrimaryCore,Servicer data is stale; panel update is newer.
LN000541,2025-02-01,current_balance,408303.2724166664,419842.3127085162,PrimaryCore,Servicer data is stale; panel update is newer.
LN000545,2025-03-01,current_balance,143730.30341666687,130885.39601329308,PrimaryCore,Servicer data is stale; panel update is newer.
LN000558,2025-04-01,current_balance,268076.39116666565,270916.68679216295,PrimaryCore,Servicer data is stale; panel update is newer.
LN000560,2025-01-01,current_balance,459991.11644444434,433838.4539737732,PrimaryCore,Servicer data is stale; panel update is newer.
LN000560,2025-02-01,current_balance,458684.3234999999,432193.0945526573,PrimaryCore,Servicer data is stale; panel update is newer.
LN000562,2025-03-01,current_balance,205008.66241666657,186357.7814319832,PrimaryCore,Servicer data is stale; panel update is newer.
LN000562,2025-04-01,current_balance,204427.90133333323,190950.4026878331,PrimaryCore,Servicer data is stale; panel update is newer.
LN000571,2025-05-01,current_balance,131968.92083333313,126045.82436178678,PrimaryCore,Servicer data is stale; panel update is newer.
LN000595,2025-02-01,current_balance,342783.11527777737,329976.3325630058,PrimaryCore,Servicer data is stale; panel update is newer.
LN000617,2025-01-01,current_balance,337349.15011111106,326452.58058299555,PrimaryCore,Servicer data is stale; panel update is newer.
LN000625,2025-01-01,current_balance,289302.4216666668,303778.9610815156,PrimaryCore,Servicer data is stale; panel update is newer.
LN000625,2025-05-01,current_balance,285957.8850000002,272026.3296760902,PrimaryCore,Servicer data is stale; panel update is newer.
LN000627,2025-04-01,current_balance,442587.52008333337,439912.2795371743,PrimaryCore,Servicer data is stale; panel update is newer.
LN000635,2025-01-01,current_balance,221920.28566666684,218115.88089854096,PrimaryCore,Servicer data is stale; panel update is newer.
LN000639,2025-06-01,current_balance,474753.7567499998,453762.094883653,PrimaryCore,Servicer data is stale; panel update is newer.
LN000648,2025-02-01,current_balance,396275.9316388885,421433.0614421696,PrimaryCore,Servicer data is stale; panel update is newer.
LN000648,2025-03-01,current_balance,395100.0386666663,425490.4250645192,PrimaryCore,Servicer data is stale; panel update is newer.
LN000655,2025-03-01,current_balance,267444.39477777755,264362.3779033634,PrimaryCore,Servicer data is stale; panel update is newer.
LN000667,2025-04-01,current_balance,232410.45333333337,245226.37430521648,PrimaryCore,Servicer data is stale; panel update is newer.
LN000668,2025-05-01,current_balance,219082.9595833332,212392.2909321094,PrimaryCore,Servicer data is stale; panel update is newer.
LN000689,2025-05-01,current_balance,274155.060666667,246996.63781574165,PrimaryCore,Servicer data is stale; panel update is newer.
LN000708,2025-04-01,current_balance,252263.65666666665,267753.91862757626,PrimaryCore,Servicer data is stale; panel update is newer.
LN000708,2025-05-01,current_balance,251530.33208333328,230872.9987663319,PrimaryCore,Servicer data is stale; panel update is newer.
LN000710,2025-05-01,current_balance,347449.8449166668,367890.4912347061,PrimaryCore,Servicer data is stale; panel update is newer.
LN000716,2025-01-01,current_balance,438108.1238888892,480792.5501071749,PrimaryCore,Servicer data is stale; panel update is newer.
LN000724,2025-03-01,current_balance,365907.4586666666,358589.9701559264,PrimaryCore,Servicer data is stale; panel update is newer.
LN000734,2025-04-01,current_balance,298471.87694444467,293975.15135459515,PrimaryCore,Servicer data is stale; panel update is newer.
LN000740,2025-01-01,current_balance,253855.8508888889,242007.80037873812,PrimaryCore,Servicer data is stale; panel update is newer.
LN000741,2025-06-01,current_balance,412002.1864444441,421420.0996516376,PrimaryCore,Servicer data is stale; panel update is newer.
LN000745,2025-02-01,current_balance,260564.18116666685,285930.1272021536,PrimaryCore,Servicer data is stale; panel update is newer.
LN000757,2025-04-01,current_balance,196697.51100000003,213283.8964752797,PrimaryCore,Servicer data is stale; panel update is newer.
LN000769,2025-06-01,current_balance,397234.194444444,402184.40079700726,PrimaryCore,Servicer data is stale; panel update is newer.
LN000777,2025-04-01,current_balance,352313.2285000001,375996.5167708152,PrimaryCore,Servicer data is stale; panel update is newer.
LN000782,2025-02-01,current_balance,308853.92052777746,337149.6796550608,PrimaryCore,Servicer data is stale; panel update is newer.
LN000782,2025-03-01,current_balance,307948.1905555552,329818.11237101257,PrimaryCore,Servicer data is stale; panel update is newer.
LN000783,2025-06-01,current_balance,291381.1386666656,280615.7655530451,PrimaryCore,Servicer data is stale; panel update is newer.
LN000788,2025-06-01,current_balance,155889.04144444404,141506.71188943132,PrimaryCore,Servicer data is stale; panel update is newer.
LN000790,2025-04-01,current_balance,307834.03400000004,328289.2817501204,PrimaryCore,Servicer data is stale; panel update is newer.
LN000794,2025-01-01,current_balance,445450.814666667,478417.4051347622,PrimaryCore,Servicer data is stale; panel update is newer.
LN000796,2025-06-01,current_balance,231898.35227777745,221751.0512703542,PrimaryCore,Servicer data is stale; panel update is newer.
LN000800,2025-02-01,current_balance,252188.264,258508.596963127,PrimaryCore,Servicer data is stale; panel update is newer.
LN000804,2025-02-01,current_balance,236909.46377777803,219623.7220360441,PrimaryCore,Servicer data is stale; panel update is newer.
LN000804,2025-05-01,current_balance,234749.1951111114,251159.61991613056,PrimaryCore,Servicer data is stale; panel update is newer.
LN000807,2025-06-01,current_balance,205828.63091666653,218869.74924961248,PrimaryCore,Servicer data is stale; panel update is newer.
LN000824,2025-04-01,current_balance,312057.0835555554,316577.4247296227,PrimaryCore,Servicer data is stale; panel update is newer.
LN000826,2025-04-01,current_balance,568646.5213333323,575280.5121888993,PrimaryCore,Servicer data is stale; panel update is newer.
LN000826,2025-06-01,current_balance,565261.72061111,559309.2719159783,PrimaryCore,Servicer data is stale; panel update is newer.
LN000828,2025-04-01,current_balance,159347.52975000034,170750.46727196238,PrimaryCore,Servicer data is stale; panel update is newer.
LN000850,2025-05-01,current_balance,316025.73133333423,328374.05212321423,PrimaryCore,Servicer data is stale; panel update is newer.
LN000851,2025-05-01,current_balance,420863.25450000016,398201.2016600453,PrimaryCore,Servicer data is stale; panel update is newer.
LN000871,2025-03-01,current_balance,268263.2772222224,262066.2882459736,PrimaryCore,Servicer data is stale; panel update is newer.
LN000882,2025-02-01,current_balance,287889.1366111113,312569.4373700902,PrimaryCore,Servicer data is stale; panel update is newer.
LN000882,2025-05-01,current_balance,285392.988027778,265228.3051308149,PrimaryCore,Servicer data is stale; panel update is newer.
LN000890,2025-04-01,current_balance,175455.31111111114,162453.54559168062,PrimaryCore,Servicer data is stale; panel update is newer.
LN000892,2025-02-01,current_balance,361659.3263888889,384422.48392823647,PrimaryCore,Servicer data is stale; panel update is newer.
LN000908,2025-05-01,current_balance,192264.2182222221,183426.54996696507,PrimaryCore,Servicer data is stale; panel update is newer.
LN000909,2025-02-01,current_balance,303032.40155555564,291059.2735140822,PrimaryCore,Servicer data is stale; panel update is newer.
LN000911,2025-01-01,current_balance,322967.0550000003,292543.87519460754,PrimaryCore,Servicer data is stale; panel update is newer.
LN000922,2025-05-01,current_balance,327501.1277777785,352652.3668320727,PrimaryCore,Servicer data is stale; panel update is newer.
LN000941,2025-05-01,current_balance,355875.37533333345,364294.5072663188,PrimaryCore,Servicer data is stale; panel update is newer.
LN000954,2025-05-01,current_balance,345029.77777777845,329430.3965540656,PrimaryCore,Servicer data is stale; panel update is newer.
LN000960,2025-04-01,current_balance,337250.01900000026,362668.6898880935,PrimaryCore,Servicer data is stale; panel update is newer.
LN000962,2025-05-01,current_balance,315710.98611111107,310949.5661734337,PrimaryCore,Servicer data is stale; panel update is newer.
LN000976,2025-02-01,current_balance,302932.9520833336,327023.94959186297,PrimaryCore,Servicer data is stale; panel update is newer.
LN000976,2025-04-01,current_balance,301176.8190277781,319123.9879788178,PrimaryCore,Servicer data is stale; panel update is newer.
LN000980,2025-05-01,current_balance,168441.48750000008,183219.18377282025,PrimaryCore,Servicer data is stale; panel update is newer.
LN000981,2025-04-01,current_balance,228389.3178611111,245733.2132637116,PrimaryCore,Servicer data is stale; panel update is newer.
LN000991,2025-02-01,current_balance,251755.1490000001,260657.93165013945,PrimaryCore,Servicer data is stale; panel update is newer.
LN001001,2025-02-01,current_balance,209979.94833333328,195018.39278520367,PrimaryCore,Servicer data is stale; panel update is newer.
LN001003,2025-01-01,current_balance,207672.1702777778,211094.2750336772,PrimaryCore,Servicer data is stale; panel update is newer.
LN001017,2025-02-01,current_balance,307900.86600000004,291897.7182826309,PrimaryCore,Servicer data is stale; panel update is newer.
LN001028,2025-04-01,current_balance,219305.3333333335,221051.37359439532,PrimaryCore,Servicer data is stale; panel update is newer.
LN001051,2025-04-01,current_balance,350068.46875,338625.8647347707,PrimaryCore,Servicer data is stale; panel update is newer.
LN001056,2025-06-01,current_balance,370578.57711111096,344317.65605661407,PrimaryCore,Servicer data is stale; panel update is newer.
LN001061,2025-06-01,current_balance,259270.74722222213,239530.192541403,PrimaryCore,Servicer data is stale; panel update is newer.
LN001067,2025-04-01,current_balance,125579.17916666664,137381.56430072957,PrimaryCore,Servicer data is stale; panel update is newer.
LN001069,2025-04-01,current_balance,243030.16933333324,235244.629035848,PrimaryCore,Servicer data is stale; panel update is newer.
LN001075,2025-02-01,current_balance,309667.82138888893,331415.05994171614,PrimaryCore,Servicer data is stale; panel update is newer.
LN001094,2025-02-01,current_balance,295016.8135000002,311917.46162978484,PrimaryCore,Servicer data is stale; panel update is newer.
LN001094,2025-04-01,current_balance,293311.51400000026,314926.4137375627,PrimaryCore,Servicer data is stale; panel update is newer.
LN001095,2025-04-01,current_balance,481994.1869999999,508670.8122652788,PrimaryCore,Servicer data is stale; panel update is newer.
LN001103,2025-02-01,current_balance,296376.3547500004,299566.82747991185,PrimaryCore,Servicer data is stale; panel update is newer.
LN001103,2025-04-01,current_balance,294596.31658333377,316284.50974856486,PrimaryCore,Servicer data is stale; panel update is newer.
LN001117,2025-02-01,current_balance,200616.12455555573,183330.55459474568,PrimaryCore,Servicer data is stale; panel update is newer.
LN001121,2025-04-01,current_balance,279749.0383333332,265578.14620292146,PrimaryCore,Servicer data is stale; panel update is newer.
LN001129,2025-06-01,current_balance,108322.11794444434,116162.01823961682,PrimaryCore,Servicer data is stale; panel update is newer.
LN001137,2025-01-01,current_balance,288477.64375000045,271045.5634030214,PrimaryCore,Servicer data is stale; panel update is newer.
LN001138,2025-06-01,current_balance,331284.7737777777,318599.7134261621,PrimaryCore,Servicer data is stale; panel update is newer.
LN001140,2025-03-01,current_balance,252807.0674999999,256693.30593021915,PrimaryCore,Servicer data is stale; panel update is newer.
LN001148,2025-04-01,current_balance,325630.44983333326,329595.38912219804,PrimaryCore,Servicer data is stale; panel update is newer.
LN001148,2025-06-01,current_balance,323790.7297777777,331471.1092553876,PrimaryCore,Servicer data is stale; panel update is newer.
LN001151,2025-06-01,current_balance,362981.493583333,327556.97417495155,PrimaryCore,Servicer data is stale; panel update is newer.
LN001152,2025-03-01,current_balance,278441.6071111115,300781.3047646772,PrimaryCore,Servicer data is stale; panel update is newer.
LN001165,2025-01-01,current_balance,399337.4586666668,365766.1901914455,PrimaryCore,Servicer data is stale; panel update is newer.
LN001166,2025-03-01,current_balance,298733.47675000003,302354.6751982439,PrimaryCore,Servicer data is stale; panel update is newer.
LN001187,2025-02-01,current_balance,223402.166,209543.03721810132,PrimaryCore,Servicer data is stale; panel update is newer.
LN001187,2025-04-01,current_balance,222110.824,213972.13255932851,PrimaryCore,Servicer data is stale; panel update is newer.
LN001187,2025-05-01,current_balance,221465.153,232668.0602372853,PrimaryCore,Servicer data is stale; panel update is newer.
LN001190,2025-01-01,current_balance,302453.1072777776,291245.84487008705,PrimaryCore,Servicer data is stale; panel update is newer.
LN001208,2025-03-01,current_balance,356527.6458888886,369515.59390263504,PrimaryCore,Servicer data is stale; panel update is newer.
LN001215,2025-01-01,current_balance,282352.8271666667,268376.61102910346,PrimaryCore,Servicer data is stale; panel update is newer.
LN001224,2025-05-01,current_balance,221244.436361111,235410.82613919745,PrimaryCore,Servicer data is stale; panel update is newer.
LN001229,2025-06-01,current_balance,228262.00800000003,215254.82172038063,PrimaryCore,Servicer data is stale; panel update is newer.
LN001237,2025-02-01,current_balance,418978.09013888886,431187.7289446916,PrimaryCore,Servicer data is stale; panel update is newer.
LN001244,2025-05-01,current_balance,256915.57955555565,280403.17545908527,PrimaryCore,Servicer data is stale; panel update is newer.
LN001244,2025-06-01,current_balance,256185.7057500001,267222.1033632174,PrimaryCore,Servicer data is stale; panel update is newer.
LN001245,2025-02-01,current_balance,351741.7504166667,324504.9820223574,PrimaryCore,Servicer data is stale; panel update is newer.
LN001246,2025-03-01,current_balance,257082.22902777744,242660.48914781728,PrimaryCore,Servicer data is stale; panel update is newer.
LN001252,2025-04-01,current_balance,111429.39977777773,104522.47845909996,PrimaryCore,Servicer data is stale; panel update is newer.
LN001265,2025-05-01,current_balance,270217.2495000003,259954.60275249087,PrimaryCore,Servicer data is stale; panel update is newer.
LN001266,2025-03-01,current_balance,191361.48849999977,180251.02015401423,PrimaryCore,Servicer data is stale; panel update is newer.
LN001271,2025-06-01,current_balance,203488.96449999983,223087.61078857223,PrimaryCore,Servicer data is stale; panel update is newer.
LN001277,2025-05-01,current_balance,189797.55941666669,191725.2024468459,PrimaryCore,Servicer data is stale; panel update is newer.
LN001277,2025-06-01,current_balance,189240.9683333333,186346.4039116384,PrimaryCore,Servicer data is stale; panel update is newer.
LN001282,2025-01-01,current_balance,232164.5233333333,249424.9978293609,PrimaryCore,Servicer data is stale; panel update is newer.
LN001287,2025-06-01,current_balance,272353.0446111113,256647.05564269223,PrimaryCore,Servicer data is stale; panel update is newer.
LN001296,2025-01-01,current_balance,315718.57016666693,314234.9814277843,PrimaryCore,Servicer data is stale; panel update is newer.
LN001300,2025-04-01,current_balance,437182.9933333333,436956.26024813286,PrimaryCore,Servicer data is stale; panel update is newer.
LN001301,2025-04-01,current_balance,390789.8738888896,395142.0031235163,PrimaryCore,Servicer data is stale; panel update is newer.
LN001306,2025-03-01,current_balance,314788.4449999996,300531.7731467452,PrimaryCore,Servicer data is stale; panel update is newer.
LN001307,2025-03-01,current_balance,289448.17222222243,292952.6101245707,PrimaryCore,Servicer data is stale; panel update is newer.
LN001307,2025-04-01,current_balance,288621.1774444447,306688.28711094655,PrimaryCore,Servicer data is stale; panel update is newer.
LN001310,2025-06-01,current_balance,236453.71816666704,215472.3264722497,PrimaryCore,Servicer data is stale; panel update is newer.
LN001315,2025-02-01,current_balance,339705.5456666667,347814.90087774105,PrimaryCore,Servicer data is stale; panel update is newer.
LN001332,2025-02-01,current_balance,189668.25694444453,204654.54790183637,PrimaryCore,Servicer data is stale; panel update is newer.
LN001332,2025-03-01,current_balance,189126.34763888904,171912.0595799903,PrimaryCore,Servicer data is stale; panel update is newer.
LN001334,2025-01-01,current_balance,314031.55041666667,285811.00641387433,PrimaryCore,Servicer data is stale; panel update is newer.
LN001342,2025-01-01,current_balance,225881.92088888885,212729.27218425856,PrimaryCore,Servicer data is stale; panel update is newer.
LN001372,2025-02-01,current_balance,57621.68694444444,56199.011183726296,PrimaryCore,Servicer data is stale; panel update is newer.
LN001381,2025-06-01,current_balance,430291.9291666665,400505.83297837176,PrimaryCore,Servicer data is stale; panel update is newer.
LN001410,2025-04-01,current_balance,257815.59266666707,268841.0341487913,PrimaryCore,Servicer data is stale; panel update is newer.
LN001410,2025-05-01,current_balance,257027.1657777782,248326.78106475464,PrimaryCore,Servicer data is stale; panel update is newer.
LN001418,2025-05-01,current_balance,183221.50097222207,197680.23673416267,PrimaryCore,Servicer data is stale; panel update is newer.
LN001429,2025-05-01,current_balance,313106.4627777783,316310.6247899168,PrimaryCore,Servicer data is stale; panel update is newer.
LN001440,2025-06-01,current_balance,199608.01011111125,180900.60809144395,PrimaryCore,Servicer data is stale; panel update is newer.
LN001460,2025-01-01,current_balance,404421.5972222223,379062.3180380809,PrimaryCore,Servicer data is stale; panel update is newer.
LN001469,2025-04-01,current_balance,99404.61041666663,99773.25858650976,PrimaryCore,Servicer data is stale; panel update is newer.
LN001492,2025-04-01,current_balance,249913.3898333333,267024.16433192056,PrimaryCore,Servicer data is stale; panel update is newer.
LN001496,2025-04-01,current_balance,198968.0293333332,200785.82208509484,PrimaryCore,Servicer data is stale; panel update is newer.
LN001501,2025-04-01,current_balance,404668.8819444445,376847.8866609011,PrimaryCore,Servicer data is stale; panel update is newer.
LN001523,2025-05-01,current_balance,376798.6716666666,343418.7408211652,PrimaryCore,Servicer data is stale; panel update is newer.
LN001526,2025-05-01,current_balance,323858.965,330457.8875241245,PrimaryCore,Servicer data is stale; panel update is newer.
LN001528,2025-02-01,current_balance,411181.7666666666,379736.1973945092,PrimaryCore,Servicer data is stale; panel update is newer.
LN001539,2025-04-01,current_balance,274475.90866666706,269491.0968005728,PrimaryCore,Servicer data is stale; panel update is newer.
LN001558,2025-01-01,current_balance,291426.22666666674,319902.4504669577,PrimaryCore,Servicer data is stale; panel update is newer.
LN001567,2025-04-01,current_balance,405567.4225555557,369332.9340245613,PrimaryCore,Servicer data is stale; panel update is newer.
LN001577,2025-01-01,current_balance,284721.03075000003,294726.2224125122,PrimaryCore,Servicer data is stale; panel update is newer.
LN001580,2025-02-01,current_balance,386657.2350833337,367975.21445171314,PrimaryCore,Servicer data is stale; panel update is newer.
LN001581,2025-01-01,current_balance,269924.06658333325,244207.84677313105,PrimaryCore,Servicer data is stale; panel update is newer.
LN001582,2025-02-01,current_balance,244684.9376666667,250501.7955082654,PrimaryCore,Servicer data is stale; panel update is newer.
LN001585,2025-01-01,current_balance,250837.0785000001,229670.99132447835,PrimaryCore,Servicer data is stale; panel update is newer.
LN001588,2025-03-01,current_balance,379438.4174999997,351636.16358318244,PrimaryCore,Servicer data is stale; panel update is newer.
LN001588,2025-04-01,current_balance,378338.59599999967,365260.36550396384,PrimaryCore,Servicer data is stale; panel update is newer.
LN001609,2025-01-01,current_balance,307413.23241666687,277236.87925908307,PrimaryCore,Servicer data is stale; panel update is newer.
LN001617,2025-03-01,current_balance,312796.3299166668,301376.04402560584,PrimaryCore,Servicer data is stale; panel update is newer.
LN001617,2025-06-01,current_balance,310138.0041666668,312347.3792609156,PrimaryCore,Servicer data is stale; panel update is newer.
LN001621,2025-04-01,current_balance,251986.58125000005,239296.40044072963,PrimaryCore,Servicer data is stale; panel update is newer.
LN001637,2025-03-01,current_balance,98841.27416666668,105525.91190223214,PrimaryCore,Servicer data is stale; panel update is newer.
LN001638,2025-05-01,current_balance,176337.48611111136,183168.38555852207,PrimaryCore,Servicer data is stale; panel update is newer.
LN001652,2025-01-01,current_balance,98550.1269444446,95691.0406524824,PrimaryCore,Servicer data is stale; panel update is newer.
LN001662,2025-03-01,current_balance,293846.96977777773,268718.597310361,PrimaryCore,Servicer data is stale; panel update is newer.
LN001663,2025-06-01,current_balance,398803.367111111,419421.4400945677,PrimaryCore,Servicer data is stale; panel update is newer.
LN001669,2025-06-01,current_balance,155692.38450000042,168839.22412142347,PrimaryCore,Servicer data is stale; panel update is newer.
LN001671,2025-04-01,current_balance,190536.3297777779,187306.5072867225,PrimaryCore,Servicer data is stale; panel update is newer.
LN001675,2025-03-01,current_balance,254105.18977777744,259057.8625008894,PrimaryCore,Servicer data is stale; panel update is newer.
LN001679,2025-01-01,current_balance,299870.9512500002,300524.9867173276,PrimaryCore,Servicer data is stale; panel update is newer.
LN001679,2025-05-01,current_balance,296453.61847222253,307079.0904955357,PrimaryCore,Servicer data is stale; panel update is newer.
LN001706,2025-04-01,current_balance,280986.10983333364,271001.5975520536,PrimaryCore,Servicer data is stale; panel update is newer.
LN001707,2025-04-01,current_balance,216979.5853333333,202233.266911389,PrimaryCore,Servicer data is stale; panel update is newer.
LN001713,2025-03-01,current_balance,157926.25138888898,169739.48380665266,PrimaryCore,Servicer data is stale; panel update is newer.
LN001723,2025-03-01,current_balance,159667.9987499999,160648.0649840829,PrimaryCore,Servicer data is stale; panel update is newer.
LN001729,2025-06-01,current_balance,437355.5014722228,453312.6195985346,PrimaryCore,Servicer data is stale; panel update is newer.
